,Unnamed: 0,comment
0,0,"Contoh ini juga berlaku bt kkuargaku, agar tidak berkata yg menyakitkan walaupun hanya bercsnda, apa lg sm orang kecil yg hanya cari uang untuk mkn, agar tidak meremehkan,"
1,1,Orangnya aja keliatan agamais tpi tak pandai beragama. Ceramah nya bikin orang sadar tapi tak pandai menceramahi diri sendiriğŸ¤¦â€â™‚ï¸
2,2,Emang gus miftah salah tp karna  si penjual esteh nya aja lebay ..suruh siapa waktu diceramahin mondar mandir nganggu ketenangan ..kalo jualan mbok diam dipinggir atau gimana kek yg tanpa mengganggu
3,3,"Kenapa sewaktu ceramah gak sprti ini gus..
OrgÂ² psti makin suka dgn gaya seperti ini."
4,4,Ibarat nasi sudah jadi bubur
5,5,Jayalah Netizen....  Akhirnya bisa berhasil smoga ini awal kemenangan Netizen yg ingin Ikut serta memperbaiki Negara agar semua kalangan segera berbenah diri menjadi lebih baik.
6,6,Stop omon2. Stop gus miftah.
7,7,"iya klau gk gitu klau gk ngundurin diri ,,klau gk ada perintah ,,,gk bklan ngundurin diri ya gitu merasa brslh   nyata,,,klau ttp jdi jabataN hinaan mlh menjadi2,,,,,,,,,,,,,,dajal"
8,8,TUHAN maha besar.
9,9,"Segera cepat mundur kau...! , sebelum presiden prabowo marah2."
10,10,"BENARKAH MIFTAH  ADA KETURUNAN DARI PONPES TEGALSARI PONOROGO ?

JADI  INGAT KEJADIAN  HARI RAYA TAHUN  LALU KETIKA  REUNI  KELUARGA BERTEMPAT DI SEBUAH MASJID DI BELAKANG  RUMAH KAKEK ALMARHUM

SEJAK KECIL SERING KELUAR MASUK  MASJID TERSEBUT ,  DAN DI DINDING SAMPING KIRI SERAMBI  ADA PAPAN TULIS  YG  MEMAJANG SILSILAH KELUARGA  SI PENDIRI MASJID.

SELAMA INI TIDAK PERNAH TERGODA , DG  TULISAN DI PAPAN TULIS , TAPI HARI RAYA  TAHUN LALU  JADI TERGODA KARENA   KOMEN ANAK  SETELAH MEMBACA  TULISAN DI PAPAN TULIS.

DI SITU  TERTERA SILSILAH KETURUNAN SEBAGIAN  KELUARGA  WALI SONGO , 

YG MENGUSIK HATI  DI BAGIAN  KANAN  PAPAN TULIS  ,AGAK KEBAWAH ADA PESAN  LUAR BIASA

â–    ANJURAN AGAR
      KETURUNAN  TRAH
      KELUARGA TERSEBUT 
      TETAP  ISTIQOMAH +
      RENDAH HATI +  ,
      DILARANG  ADIGANG
      ADIGUNG ADIGUNO ,  JIKA
      ADA YANG MELANGGAR
      PESAN TERSEBUT MAKA
      SIFAT TRAH KEWALIANNYA
      AKAN HILANG DG
      SENDIRINYAâ– 
JIKA MIFTAH BETUL ADA DARAH KETURUNAN  TEGALSARI , MUNGKIN  KASUS INI SEBAGAI BENTUK  AKIBAT  SIFATNYA YG TELAH â— MENYIMPANG DARI PESAN
   LELUHURNYA YG SANGAT
    BAGUSâ—

SEMOGA DG KEJADIAN INI MIFTAH  KEMBALI  KE PESAN LELUHURNYA.

AAMIIN"
11,11,Saya adalah penggemar berat gus miftah. Kalau orang tidak paham dengan pidatonya pasti menyoroti jelek. Kalau saya sdh lebih 1 tahun mengikuti pidatonya gus miftah kalau saya tdk kaget dg isi pidatonya.
12,12,bagus lh. dari pada di pecat cara tidak hormat. bagus lh klw sadar diri.
13,13,"Alhamdulillah, itu baru org yg tau Agama langsung minta maaf dan menyadari kesalahan itu tdk mudah tapi krn Agama mengajarkan demikian dan Gus Miftah jlnkan  itu gentlemen  dan ini mkn jln. Allah utk memberi contoh  dan sbg contoh awal bagi pejabat2 lainnya bila ada hal2 yg tdk pantas hrs berani mundur dan berani gentleman."
14,14,Gus2
15,15,"22:47 saat ia menelan ludah, teringat saat Pak Son menelan ludah setelah dicela"
16,16,Pendakwah kog lambe ne bejat..  pengunduran diri ambek nangis keno opo.. ? Ora usa nangis
17,17,"iya mending begitu mundur aja, tak layak seorang pendakwah berprilaku seperti hal hal yg terlihat atau pun yg tidak terlihat.karna ini ada di dlm kalangan publik."
18,18,Mendingan AA.gim tuh bisa mempertimbangkan bicaranya mana yng baik mana yng ga baik
19,19,Mendingan AA.gim tuh bisa mempertimbangkan bicaranya mana yng baik mana yng ga baik
20,20,Bangga jadi stap persiden langsung naek dadanya  setinggi langit  masya allah  amit amit
21,21,Permintaan masyarakat lah  harus mundur kalo pengen ga hancur agama islam
22,22,Ga perlu meninggalkan pesan rakyat kecil sudah ga mao denger kembali  kesalahan seorang pendakwa   ga semudah itu  memaafkan nya  jadi dukun aja dah munkin lebih baik   ga mampuh enteh mengikuti aturan nabih  muhamad saw
23,23,Yg ber ilmu tinggi belum tentu ber aklak muliaa
24,24,Bukan mundur disuruh mundur ga pantes seorang pendakwa seperti itu   itu omongan dukun bukan bahasa ulama  pendapat rakyat juga  harus mundur
25,25,"Gus S3TAN... Bnyk tokoh yg hadir PD kejadian . Ada KH. , ad Habib... Mreka smw ketawa mrendhkan pnjual es teh... Mreka menjual agama... Lbih trhormat penjual es teh tsb yg berusaha dgn tenaga dn kringt untk nafkah kluarga,  ltimbang Gus busuk.. KH busuk,, Habib busuk yg hadir dn ikut tertawa menghina penjual es teh."
26,26,Baca tes. Anak SD pun bisa.
27,27,Kalau sudah biasa mulut kotor kasar dalam berdakwah langsung tak ada manfaat langsung dalam berdakwah
28,28,"Gus miftah  klu ada pengajian lagi aku mau jual  es degan muter muter  di daerah  situ... 
 Tolong aku di ejek dan direndah rendahkan  .. 
Biyar bisa berangkat umroh.bayak uang kan bayak orang iba.. 

 Jual minuman  membawa  berkah."
29,29,Kenapa harus menangis Gus...
30,30,Yang jelas masyarakat banyak yg nuntut mundur
31,31,Panjang ranbutnya.. kaya macam teror penampilan nya...
32,32,"Mulut mu harimau mu"" ini lah pepatah yg pas untuk mu: qus miftah..ğŸ˜¢ğŸ˜¢"
33,33,Semoga ke depannya gus Miftah bisa menjaga sikapnya.. agar tidak menjadi contoh buruk bugi umat. Seperti contoh kelakuan gus fiftah terhadap istrinya. Meskipun itu hy guyonan kata Miftah.namun tak patut itu di lakukan di depan umum. Alangkah malunya istri gus Miftah keliatan dr gestur tubuhnya ketika itu.
34,34,"Yah...lebih baik mundur"" dari pd merem bet kemana mana.."
35,35,Begitulah klo dakwah nya campur ketoprak .
36,36,"Menurut aku netizen terlalu cepat menilai d mengambil keputusan.jgn menghujat.klu begitu suruh habib"" itu kembali kenegaranya.semua org khilaf seharusnya kita ambil hikmahnya."
37,37,"Maaf sebenarnya banyak kebaikan dr gus,manusia tak ada yg sempurna. Ini merupakan teguran dari Alloh agar gus lebih berhati2 dlm ucapan, maupun prilaku, kembali ke adat ketimuran."
38,38,"Sebaiknya dakwah agama itu seharusnya jadi suri tauladan para ulama. Baik ucapan,maupun tingkah, menjadi contoh orang banyak."
39,39,Plajaran buat smua klau suka bercanda jgn sampai brlebihan  brsikaplah yg dewasa n pandai mengendalikan diri
40,40,"Knapa kamu nangis ,berat meninggalkan duniawi kamu,takut  gak d percaya rakyat indonesia y....kapoooookkkk"
41,41,"Bener lebih baik mundur kamu mifta,jgan mundur dari utusan negara aja ,kamu mundur jga sebagai ustad,belajar dulu aja kamu..."
42,42,"Sebenarnya dr ucapan gus miftah membawa berkah buat pak suhaji ,Allah turunkan Rizky yg berlimpah.berkat ucapan gus miftah menjadi ky mendadak.seharusnya berterima kasih jg sm gus miftah.cb kl bukan ke khilaf an gus miftah mungkin pak suhaji ga seperti sekarang ini.intinys kita tidak boleh saling menhujat siapapun karena manusia tidak ada yg sempurna,kesempurnaan hanya milik Allah semata.semangat gus.ğŸ’ªğŸ’ªğŸ’ª"
43,43,alhamdulillah
44,44,"Semoga,dengan kemunduran diri Gus Mifta dan mengakui kesalahannya, Allah SWT akan memberikan kemuliaan dan kemudahan dlm segala hal ,sifat mengakui kesalahann  adalah sifat kesatria"
45,45,Waduh.mau mundur aja kok pakai dalil.ya ...mundur aja.pakai nangis pula.kok dagelan..gus.
46,46,Bagus deh gk cocok jd staf presiden krn nyontohin ahlak dan adab yg jellek
47,47,"Makanya jadi panutan tuh harus Arip dan bijaksana ,jaga tuh mulut udah di panggil ustadz apalah ,lebih baik diam ,dengan diam jadi emas"
48,48,Masya Allah..gantinya mungkin Gus muwafiq atau K.imad
49,49,"efek asal comot

*warga +62 ga didoktrin tuk becanda positif dan nyenengin, tapi dibiarkan liar nyebelin...*"
50,50,Setiap manusia memang tak ada sapa yg sempurna kalau fikir logik saya hairan sekali Padahal Fikiran org betulx2 waras boleh memikirkan yg terbaik sebelum terlepas bagi katax2 yg tidak sesuai terhadap org lain Akhirnya kenapa boleh tibax2 jadi perbuatan yg sebegini sedangkn org yg sudah banyak memperlajari mendalami ilmu agama setahu saya dia boleh menjadi contoh dan tauladan untuk Membawa org jalan ke arah yg lebih baik tapi mengapa tibax2 ada d sebaliknya boleh pula lepaskan katax2 sebergitu rupa yg boleh menyinggung hati dan perasaan sama org lain kalau perbuatan kita mungkin boleh kita undur memperlajari diri utk jadi manusia yg baik kalau kita sudah buat garax2 melepaskan katax2 yg sudah menguris hati dan perasaan org lain kemungkinan itu susah mahu d undurkan sebab bukan mudah org memaafkan katax2 kita yg sudah d lepaskan pada org lain risau org lain tidak boleh memaafkan katax2 kita jadi bila esok kalau kita sudah meninggal masuk d dalam kubur esok jadi susah tu lain kali kita sebelum berkata sesuatu kena hatix2 selagi org tidak akan memaafkan kita selagi tu lah kita tanggung
51,51,"Saya yakin beliau termasuk orang yg bertanggung jawab, dibalik semuay kita tarik kesimpulan beliu untung  penjual es untung kita semuapun untung kalau kita pandai memandang kebaikanya."
52,52,Bagus luh mundur ngerusak wibawa presiden baru dilantik ...
53,53,Jokowi Kaget Utang Piutang dan Bunga Naik di era Prabowo menjadi 20% atau 20 Juta Rakyat NKRI di Bantai akibat Jatuh Tempo.tak ada Ampunan.ğŸ˜®
54,54,"Jika Allah berkehendak lain....mk berprinsiplah dlm hidup..""ajining diri soko LATHI..ajining rogo soko busono""..smg setelah ini Gus Miftah bisa ambil hikmahnya"
55,55,Mungkin itu sifat aslinya ya...
56,56,"Hahahaaaa.  S miftah gk pantas d jadikan panutan.
Mundurlah anada scara hinağŸ˜…ğŸ˜…ğŸ˜…"
57,57,Hati2 para penda'wah jangan sampai kesalahan terulang lagi seperti yang sudah sudah. Suri tauladan itu penting sekali.
58,58,Gus mita â¤ ini merupakan tegoran dari Allah agar ada perbaikan cara penyampaikan tutur kata nya tidak semua orang mau dibilang begitu tapi disisi lain Allah memberi  atau mengangkat derajat nya tukang es pelajaran buat kita semua tidak ada kesombongan dalam hidup derajat pangkat harus berbuat arif
59,59,"Beliau Mengundurkan Diri ...tdk Egois ...
Salut Tuk Gus Miftah...
Itulah Orang yg Jentel...
Tdl semata Mata Jabatan...
Tanggung jawab Seorang Gus Miftah...â¤â¤â¤â¤â¤"
60,60,"ORANG YG BAIK ,ORANG YG MENGAKAKUI KESALAHANYA & MAU MEMPERBAIKINYA..."
61,61,"Salut dgn gus mifrah mau mengundurkan diri berarti tdk gila jabatan 
Selanjutnya bagai mana dgn fufufafa dn lainnya     yg terlibat korupsi dn terlibat judol 
Apa msh tetap bertahan dn tdk punya perasaan"
62,62,"Dlm agama sangat di larang menghina org,apalagi ustazd tau itu,tp di lakukan jg,itulah kbsaran allah menghina mka kita akan terhindar, baik buruknya kelakuan kita smua di kembalikan untuk kita"
63,63,Ini orang ngak Pantas jadi Orang penting dalam barisan bapak Presiden..ini orang harus di pecat
64,64,sungguh sangat bijaksana sekali hati gus miftah...semoga engkau dipanjangkan umurmu gusğŸ™ğŸ¤²ğŸ¤²ğŸ¤²
65,65,"Bukan hanya menjatuh kan harga diri bpk prabowo, menjatuhkan harga diri dan memalukan keluarga nya sendiri. Mulut mu harimau mu, jaga lisan jaga sikap seorang pendakwa masyarakat. Kejadian gus miftah ini sangat"" penting buat amin rais. Bila bersalah, akui lah kesalahan itu. Allah maha pema'af dan penyayang,,"
66,66,Mundur ucapan dgn .menangis itu asli nya berat untuk mundur karna jabatan dri presden hhhhh  lucu  jngan cok pintR sendir klo suda di panggil gos  kok se enaknya bicara menghina kpd orang kecill dosa
67,67,Semua kejadian ini kita ambil hikmahnya yang terbaik semoga Gus Mifta tetap sehat semangat panjang umur murah rezekinya dan selalu ada dalam lindungan Allah subhanahu Wa ta'ala tidak ada manusia yang tidak salah gusmitah sendiri udah sangat gentlemen mengakui kesalahannya dan dia meminta maaf kepada seluruh rakyat Indonesia yang merasa dikecewakan semoga kedepannya Gus Miftah lebih memperbaiki ucapan lagi dan semoga tidak terulang kembali dengan kesalahan yang sama tetap semangat dan teruslah berdakwah utk kaum yang lemah ilmunya...
68,68,4:55
69,69,"Miftah itu bukan da'wah  ,tapi guyon thokkk"
70,70,Mifta   Sendiri  malu  dgn bicara  nya yg selalu tdk sopan selama dakwA di mana saja ber ada  tdk pantas di lihat di dngar orang gila la seneng melihat ceramah  Mifta kenapa nangis aslinya berat kecewa
71,71,ğŸ˜‚
72,72,"bukan hasil istikoroh,tp tau tau diri ğŸ˜…ğŸ‘"
73,73,"biyuh,pembina keagamaan ternyata ğŸ¤¦ğŸ»â€â™‚ï¸ğŸ¤¦ğŸ»â€â™‚ï¸"
74,74,"biyuh kok iso nNgis abot pora melepas pora jabatan kui ,
suk meneh ngati"" ucapane kuii,"
75,75,Nanti sudah viral baru banyak ceritağŸ˜…
76,76,"Padahal yang sebenarnya dia di Pecat, tapi diminta menyampaikan mengundurkan diri agar kelihatan lebih baik... !!!"
77,77,"Ya. itu lebih baik mundur Gus mifah karena menjagah nama baik kabinet pak prabowo dengan satria mengakui kesalahan dan kekilafkan dan mundur dari kabinet bisa buat pembelajaran pejabat lain dan mundurnya gus mifa karena cinta dan tanggung jawabnya pada presiden dan bukan tekanan dari manapun ini sebage tanggung jawab apa yg diya lakukan, bahwa jabatan ini sementara  untu bisa buat contoh lainnya,"
78,78,Bagus sbelum ku pcat tttt ha ha...
79,79,Sehat n sukses
80,80,"Aku kok melok mewek Gus....tp Gus, itu keputusan tepat dan sangat tepat ."
81,81,"Ä¹ya lah bro. Tau diri,anda bodoh ,ora ono toto kromo ,adat sopan santun"
82,82,"Ga ada yg maksa mundur??? Istikharah? Lahhh viral di medsos, netijen udeh julid, apa bujan krn itu? Coba kalau ga viral, ga nyadar khan"
83,83,Gus2!!!ğŸ˜…ğŸ˜¢
84,84,Baguslah kalau sadar diri
85,85,Pastinya sudah di suruh mengundurkan diri...soalnya lawan penguasa sama rakyat klw melawan habis lah dia sama penguasanya jika orang ini masih bercokol di penguasa...
86,86,Sekarang anda menangis karena apa?
87,87,Bagus sikap jentel. Yang repot udah salah nga mau minta maaf itu kurang ajar. Sok benar dan pinter sebdri
88,88,Ngapain nangis waktu menghina gagah x
89,89,Harusnya fufufafa di gusmiftahkan
90,90,"Harapan masyarakat rakyat kecil Indonesia, semua penjabat jentelman seperti Pak Miftah"
91,91,"Inilah cara Allah memalukannya di depan umat, itu yg ketawa saat Miftah bicara ketawa ngakak orng nggak punya hati, gimana bapak itu di malukan didpn orng banyak,gimana kalau kamu diketawain orng banyak pula....malu juga kan."
92,92,Makanya jangan suka mehina gak pantas jadi dakwa ngajarkan yag gak baik
93,93,"Memang harus keluar sombong ustad apa itu buat malu, siapa pun yg masukan ke kabinet Prabowo ??....banyak ustad santun di Indonesia ini."
94,94,"dari pada dipecat kn lebih baik mengundurkan diri

Klo dipecat kn malu"
95,95,"contoh yg baik pada masrakat dan khusus pada pejabat semua,top Gus...."
96,96,"Baguslah supaya dia lebih hati"" lagi klw berbicara, coba klw ceramah diperhalus gaya bicara dan bahasanya. Jangan asal ceplos.
Jangan diaca saja ,tapi diterapkan pada diri pribadi. Contoh itu tdk selalu harus berbicara,tp berperilakulah yg lebih baik lagi.kami para orang tua memaafkan,tp mbok yao perbaikilah gaya bicara dan bahasa dlm berdakwah jangan terlalu ngasal bunyi. Semoga ini menjadi pelajaran bagi anda. Terimakasih. ğŸ™ğŸ™"
97,97,Sikap yang meerusak Citra Agama
98,98,"Semua dah kehendak ny 
Pembelajaran hidup 
Luar biasa .."
99,99,Menyusul fufufafa...ğŸ˜¢
100,100,Q pikir mundur dari penceramah juga ?
101,101,Satu satu penjilat jatuh.......
102,102,Gk pantes jadi setaf peresiden
103,103,Jebleh
104,104,Makanya pandawah jangan terjun ke dalm politik .urus aja umat
105,105,Mewek
106,106,"Maju terus Gus,jabatan nggak penting Gus,semoga Gus Miftah di beri panjang umur dan kesehatanğŸ’ªğŸ’ªğŸ’ªğŸ’ªâ¤ï¸â¤ï¸â¤ï¸â¤ï¸ğŸ‡²ğŸ‡¨ğŸ‡²ğŸ‡¨ğŸ‡²ğŸ‡¨ğŸŒ¹ğŸŒ¹ğŸŒ¹ğŸŒ¹ğŸŒ¹"
107,107,Mundur  si mistah  cepat mengundurkan  diri lebih bagus .
108,108,Kalau noleh bpk presiden  yg cocok menjabat pengganti  miftan ustad  Hadi Hidayat.
109,109,Ngarang ğŸ˜‚ğŸ˜‚
110,110,Ga usah nagis Gus mulutmu harimaumu
111,111,"Drpd di pecat lebih malu, lebih baik mengundurkan diri...menghina seseorang kayak dirinya udh bagus aja, MIKIR....ketawa berbahak2 merendahkan seseorang, pengajian atau mau mencaci orang?"
112,112,"kami sgt yakin  itu jalan yg paling terbaik demi ketenangan jiwa masyarakat umumnya.  dan jgn ada lgi org"" yg berlaku sombong dan angkuh di era saat ini.  trimakasih bapak Presiden.........!!!"
113,113,Sedih ya
114,114,Berat mninggal kan jabatan ..karena ahlaknya yg g bener
115,115,Alhamdulillah
116,116,"Banyak pendakwah yang menolak menjadi apapun di stap
 negarawan.
Di kampung saya ada bekas preman jadi ustadz e jadi pembunuh keluarga pondok pesantren jadi keluarga pembunuh"
117,117,"Gitu sadar diri....dan gak usah ceramah ceramah percuma, intropeksi aja sendiri dirumah terus, ngaji diri di rumah...., sama rambut itu mbok dipotong, gilani...."
118,118,Baru 1 blan setegah bagi mna klo 5 thn.kiamat lah islam di indonesia.
119,119,Buat kiyai yg laenya jngan sombong..ingat itu bukan pakaian mu..
120,120,"Semua irang yg ada di samping kanan kiri mu.itu semuanya telah menyakiti orang oedagang..jangan cengeng sok nangis segala,cintoh yg buruk ."
121,121,Menyesal nya sunggu2 kah? Sbg Pendakwa hrs sll menjaga
122,122,Makanya jadi orang jngan sonbong .allah saja tidak sombong .saya jug  orang pedagang kau telah menyakiti hati irang bnyak ..miftah..siapa ygpercaya sama kamu lagi
123,123,Malu ya dah hina orang kecil mundurğŸ˜‚ğŸ˜‚
124,124,Itulah kalau orang sopinter sobener kalau ngomong semau gue tida merasakan hati orang begitulah ahir cerita orang sombongğŸ™ğŸ™ğŸ™
125,125,"Bukan mundur tapi mmng akan dipecat/dicopot. Smg mendpt yg lebih baik lagi untuk negara.
Kalau Gibran kapan mundurnya....sblm rakyat malu  dg wapres."
126,126,Benar juga kata pak presiden pak prabowo harus dipecat karena menghina rakyat kecil sy setuju mantap pak presiden itu baru tegas namanya presiden yg adil bagi rakyat kecil
127,127,Jos tenan Gus miftah.goblon ne wongdapat ratusan juta
128,128,"Sdhbtrllu vanyak ksalahnmu bung, sdh waktunya bertaubat, inilah jln awal taubatmu"
129,129,Meweeekkkkk hee heee heee....di guyu sugik nurrğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚
130,130,"Sekarang baru mewek,kemarinnya terbahak, bahak ğŸ˜‚ğŸ˜‚"
131,131,"Lah gitu ,fokus dakwah saja yg baik"
132,132,Kue ngabdi negoro opo mif2
133,133,"Yaaa orang sudah banyak yang komentar, anda baru buat keputusan, munafik luu"
134,134,tp kesatria tdk pernah nangis d muka umum...N tdk mengumpat
135,135,Sy lebih geram sama yg tertawa lepas disampingnya Gus miftah
136,136,"nangisx d ulang2i ğŸ˜‚
aq lg bayangin penjual es teh saat d goblokin dy d dpn umum ngs gak ya?"
137,137,Bngsat ini di pecat cumn setingan aja di bikin mundur...
138,138,utusan presiden sbg staf kerukunan beragama...?ya ampun....lagakx suombong gt...kyk gak ada yg laen aja.itu uah N uas kok gak di pilih ....?
139,139,Cengen kemarin ngakak minta ampunğŸ˜‚ğŸ˜‚ bagusla mundurkan diri dripda di gaji oleh negara untuk mengoblokan orang
140,140,"MisuhÂ² e,metuwek e d hilangi mas"
141,141,"GK usah maen dalil LG dah mif, Lidah lu udah basah dengan cacian"
142,142,Habib Rizieq yg pantas gantiin lu mif
143,143,"Mundur karna tanggung jawab sama presiden,,karna viral nitizen byk yg minta dia mundur ,,masih aja mulut mu Gus ğŸ˜‚ğŸ˜‚"
144,144,Makan tu mkanya mulut itu di jaga.jangan asal ngomong.hidup jangan so.mkan tu
145,145,"Maka nya jgn songong,, ente miftah"
146,146,Makanya jadi org jangan so
147,147,Bagus klu sadar kau
148,148,Entot kebo mendingan miptah itu
149,149,"USTAD PENGHINA 

BIARDI BILANG USTAD KOCAKğŸ˜‚ğŸ˜‚"
150,150,Alhamdulillah
