Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,comment,sentiment
191,191,191,lebih baik mundur dari pada banyak masarakat yg akan lebih membenci  dia,netral
192,192,192,bagus deh kalo dia mundur dr merah putih kabinet presiden prabowomenjaga nama baik bpk presiden kalo sampai dya gak mundur netizen bakal berbondongbondong demo ke istanalebih baik mempertanggung jawabkan perbuatan nya  sendirimulutmu harimaumutidak semudah itu kata maaf masalah selesai begitu saja bila ada 1 banding 1 kita anggap masalah itu selesailebih baik mundur dr pada di pecat itu lebih baik,netral
193,193,193,mungkin ini teguran dari allah atas kesombonganya yang di perbuat,netral
194,194,194,saran saya copot semua gelar anda  gak usah jadi pendakwa  jadilah rakyat biasa kalau bisa anda sekalian jualan es teh panggul apakah anda gak malu sama allah ,netral
195,195,195,baguslah kalau sudah sadar guslebih baik mundur dari jabatannya daripada dipecat bapak preseden,netral
196,196,196,semudah dan secepat itu allah turunkan pangkat dan derajat seseorang ,netral
197,197,197,  ,netral
198,198,198,              ,netral
199,199,199,semoga kedepannya lebih baik lagi kami tau segala nya hanya karena humor semata yg dia ucapkan,netral
200,200,200,saya bisa menilaigus mitfah asli kesatriatanggung jawab mengakui semua kesalahannya,netral
201,201,201,mantap   itu nama nya sadar diri  kalo di atas itu kenceng angin nya ,netral
202,202,202,alkhamdulillah  kt gus  miftah  cuman hamba alloh swt sangat2 pertanggung jawab  atas kekeliruankesalahan ya jg  buat contoh yg terbaik  alloh  swt maha kasih dn sayang smg  gus miftah  jg bpk sunhaji  di sini  jg  derajat beliu yg melalui acara ini  smg  kt semua ya  sukses senantiasa sllu dlm perlindungan keberkahan kebahagiaan yg tanpa batas dn yg terbaikamiiin ya robbal alamin,netral
203,203,203,lebih cocok jd pelawak daripada jd pendakwah,netral
204,204,204,bar ngusep sirahe bojone pindo  sakiki ngusep atine bakol es tehpiye to gus sampean ki,netral
205,205,205,gus miftah mau trus brdakwah  masa si msh ada yg mau dengerin apa ga mundur jg pasti di pecat bpk presiden prabowo sangat prduli sm rakyat miskin,netral
206,206,206,gk usah nangis air mata palsu itu  inget pas kemaren ngolok sama se gerombolan mu yg ilmu nya tinggi kemaren  gk bisa ngajeni wong cilik,netral
207,207,207,kok mewek kemarin menhina orang miskin ketawa ketawa sdan sombong kok sekarang menagis,netral
208,208,208,ustd reman ko mewek juga,netral
209,209,209,kenapa lu jabrib mengundurkan diri  malu yah,netral
210,210,210,sudah berbulan bulan menjilat baru kemaren jadi pejabat udah modyar,netral
211,211,211,potong dulu rambut,netral
212,212,212,pejabat yang lain contohlah kalau anda yang berbuat salah akuilah dan mundurlah masih banyak anak bangsa yang lebih baik ,netral
213,213,213,bgus mundur aj gak pantes crmah kyak gthu,netral
214,214,214,msih mau bela diri boos,netral
215,215,215,kocak lu gus masa nangis skg coba ulangi ekspresi muka ketawa waktu hina pedagang es,netral
216,216,216,sabar lek sampean wong pinter cuma cara ngomongmu sing kurang bener alias saru,netral
217,217,217,inilah cermin buat kita semuajangn sampai lisan menyakitkan oranglain,netral
218,218,218,pak presiden pak prabowo perna bilang  sya hormat pada petani  pedagang kaki lima  pedagang asongan ojol  dll  hlaaa mala gus miftah menggoblok kan pedagang asongan,netral
219,219,219,semangat gus stiap orang pasti pernah melakukan ksalahan tidak ada manusia yang sempurna karna kesempurnaan milik alloh semoga kedepan nya akan lebih baik gus semangat semoga semakin mendekatkan diti kpda alloh yg maha benar dan maha membolak balikan hati manusia amin,netral
220,220,220,kemarin  ketawa    gus   mana ketawa mu   ,netral
221,221,221,kok cengeng se x sih,netral
222,222,222,lebih baik mundur    dari pada di copot secara tak terhormat       mita  harus di    proses sesuai  uud  hukum  di indonesia    jang    hanya mundur dan meminta maf  terus   udah kelar     tangkap dulu gusmita     beri hukuman,netral
223,223,223,td layak lgi d undang orang sombong yg kya gini bagi orang yg mau mengundang lbih goblok lgi,netral
224,224,224,berdakwah lah anda di rumah andakarna gk ada yg mau mendengar karakter dakwahan anda paham sampean,netral
225,225,225,gus mihta tak psntas di sebut pendakwa        hapus  juga dari  pendakwahan,netral
226,226,226,kepada seluruh rakyat indonesia saya ucapkan terima kasih sudah mendukungsiapa yg dukunggw sih kagak ,netral
227,227,227,terima kasih sudah memilih  mengundurkan diri kata beliau sebagai langkah awal bukan langkah mundur mari kita hargai pilihan beliau tuhan memberkati ,netral
228,228,228,se orang ustad ucapan katanya jangan kotor n seenaknya perutnya sendiriustad itu beri tausia yg baik karena ustad itu orang yg ber ilmu n pendakwahberi wejangan yg baikbukan malah mulut nya menghina,netral
229,229,229,ini sebagai contoh untuk seluruh pejabat di nkri budaya mundur apabila melakukan sedikit kekilavan walaupun itu tdk disengaja budaya mundur fenomena ini akan menjadi dimulainya fenomena baru  untuk seluruh pejabat baik dari pusat sampai daerah bupati gubernur dsb hormat untuk gus miftah,netral
230,230,230,mudah2han yang di panggung yang ikut ketawa akan d miskin kan hartanya oleh alloh subhanahuwataala amin2 kunfayakun,netral
231,231,231,mau nagis mintak di kasihaniini yg mau di cantohinati2 pak prabowo cari org utk jd pemimpinsy dukung pak prabowo sdh 3 priode,netral
232,232,232,mana ktawa mu yg kmarin yg waktu merendahkan orang lain tukok mewek sih andabetapa bahagia rakyat indonesia gk ada  pereman pasar berkedok penceramahjujur ini lah pidio yg paling lucu yg saya tontonsatu kata untuk anda maaaaammpuuuuuss,netral
233,233,233,bagus lah kalau mundur anda itu belum pantas duduk d sebelah pak prabowo,netral
234,234,234,jg byak omong lh bosayat2 yg kau baca hya utk bela diri,netral
235,235,235,lihat saja sadar asli atau palsuklo sadar alhamdulillah,netral
236,236,236,ulama kocak,netral
237,237,237,kesatria mengakui kesalahan,netral
238,238,238,hahahahahahahahahaha,netral
239,239,239,bagis lah jika km sadar gus kampret ,netral
240,240,240,saya sangat mengapresiasi langkah yg gus miftah ambil patut di contoh walau kesalahan nya hanya kcil,netral
241,241,241,syukurlah kl anda sadar diri untuk mengundurkan diri biar jadi contoh dan pembelajaran  buat pejabat lain kalau punya kasussegera mundurbukan malah cari cari alasan dan kambing putih,netral
242,242,242,wala takfu malaisalaka bil ilmijngnlh kamu mudah menyimpulkan sesuatu yg blm kamu ketahui,netral
243,243,243,gondrong doank tapi nangis,netral
244,244,244,jangan sombong lah jadi orang,netral
245,245,245,biasanya seorang atasan jika bawahannya berbuat kesalahan yang fatal maka seorang atasan memberi 2 pilihan mundur atau di pecat,netral
246,246,246,mimtah asal ngagah ngomong teh,netral
247,247,247,syukur alhamdulillah atas kesadarannyabahwa anda tidak layak untuk jabatan itu gus,netral
248,248,248,kemarin angkuh  sekarang lusuh gus gus darimana juga kamu dapat gelar gus,netral
249,249,249,bukan dari canda gus mifta tukang jual esteh dapat rizqi dadakan,netral
250,250,250,mundur karna tertawa yg berlebihan jowone beecik ketitik olo ketoro,netral
251,251,251,mundur karna tertawa yg berlebihan jowone beecik ketitik olo ketoro,netral
252,252,252,benar kata pepatah mulutmu adalah harimaumu,netral
253,253,253,pembelajaran bagi siapapunsaat yang mahakuasa mengangkat derajat anda anda jangan lupa jabatan yg dititipkan oleh presiden bukan berarti membuat anda makin pongah ingat jabatan itu adalah sebuah ujian dari allah sekarang anda sia amanah yang maha kuasa terhadap anda dengan mencaci seseorang hanya karena menyangkut anda diberi jabatan presiden trus anda bisa seenak andaitulah kesalahan anda ingat gus nikmat tu cuman sampai tenggorokan sekarang anda telah dicabikcabik oleh mulut dan kelakuan anda sendiri gak usah pake cuci tangan biar anda dianggap benar lagi introspeksi aja diri sendiri trus biar orang lain yang akan menilai andamurid anda si dedi mana suaranyaingat kita hidup jangan sombong apa lagi pongahhatilah dalam berucap hati dalam bertindak hati bertingkah lakubagi yg kemaren ikutan ketawa terbahakbahak diacara si gus miftah kalian juga harus introspeksi diri juga secara gak langsung sikap anda juga bikin hati orang terluka jgn hanya jadi penjilat pada simiftah dengan pd nya ketawa terbahakbahak sekarang kalian saksikan sendiri kan sekarang kalian dihinakan juga harusnya kemaren anda gak usah ikutan ketawa anda harus pikirkan dulu itu candaan atau hinaan yg akhirnya anda juga ikut terjerumus oleh tindakan simiftahkalian semua orang yg berpendidikan maka gunakanlah sebagai mana mestinya seseorang yang berpendidikansemoga kejadian ini jadi pelajaran bagi seluruh tokohpejabat di seluruh indonesiaingat jabatan itu banyak artinyabisa jadi jabatan bukti kekuasaan tuhan mengangkat derajatbisa jadi jabatan itu adalah ujianbisa jadi jabatan adalah berkah dan banyak lagi yg tersirat dalam jabatan dan ketenaran,netral
254,254,254,20250 di maafkan,netral
255,255,255,gua mah geliat dia ceramah pakek kacamata hitam kalo lagi ceramah aja udah gak simpatik sama ini orang  eeee benar sekarang terbukti  ini orang bukan penceramah  cocok nya jadi badut,netral
256,256,256,wah bisa dalil gaes membaca pula ,netral
257,257,257,maleess komen,netral
258,258,258,keliatan dia bukan ahli ilmu,netral
259,259,259,mendingan nabalin,netral
260,260,260,nah itu lebih bagus dari pada membuat malu  udah di kasih jabatan sama pak bowo kok bikin ulah,netral
261,261,261,sudah jangan mewek mewekitu sudah karakternya ganti saja gus ikhdamm,netral
262,262,262,,netral
263,263,263,alhamdulillah mundur juga  semua sudah terbukti,netral
264,264,264,gus apaan kau,netral
265,265,265,gak pantas jadi panutan,netral
266,266,266,untuk santri santri gus mifta saya sarankan cari guru yang punya adab yang bagus sehingga bisa bermanfaat ilmunyakeluar dari pondok ataubyang santri diluar pondok,netral
267,267,267,setelah ini boikot ponpes yg pemiliknya ngakak disamping orang ini pesantren alhuda magelang tolong  masih banyak ponpes yg lain jgn termasuk orang munafik menitipkan anak ke orang yg gak punya hati nuraniseperti usman ali dia bukan kyai dia cuma penggemar poligami,netral
268,268,268,yaudah iyalagian becanda nya begitutau sendiri netizen browasit bahrain aja ampe ketar ketirsemoga lebih baik lg cara dakwahnya brokurangin deh katatersebutemang di lingkungan masyarakat katatersebut selalu terucapbahkan katabinatang pun biasa ajakalo yang ucap orang biasa yatapi kalo punya nama trus keluar katatersebut auto tranding no 1bisa x sebulan lebih tranding,netral
269,269,269,lebay politik politik  nggedebus,netral
270,270,270,mewek mewekkkkk wkwkwk,netral
271,271,271,andaikata dagang es tidak di goblok goblokan sama gus miftah kira kira dagang es firal tidakkira kira dagang es hari ini naik derajatnya apa tidak ,netral
272,272,272,alhamdulillah,netral
273,273,273,nyadar kan kamu guas makanya punya bahasa tutur kata di jaga jangan asal njeplak,netral
274,274,274,barokah jd mukhibin ya gini baru saja blm 1bln eh jatuh dgn sendirinya,netral
275,275,275,justru sebelahnya gus mifta yg benar2minta maafkelihatan arogansinyadia jg nanggung dosanya dihadapan allah,netral
276,276,276,alhamdulilah klau masih sadar diri masih banyak yg pintar dari pada congornya ngak bisa dijaga,netral
277,277,277,maka nya mulut dijaga  seorang kyai gak pantas bicara kotor ,netral
278,278,278,wkwk istikhoroblg ae miftah malu di olok olok notizen emang wali istikhoro lgsng kobul,netral
279,279,279,yg kemarin ikut ketawa bareng kenapa ga ikut nangis bareng,netral
280,280,280,lebih baik mundur dari pada menunggu di pecat secara tdk terhormatkarena anda tdk pantas menjadi pejabat negara ,netral
281,281,281,sekarang miftah harus membuang nama gus karena dia bukan gus dn jangan sekali2 mendulang uang dari berceramah dn sudahla jangan ngomong dalilhadis itu malah mencoreng agama islam,netral
282,282,282,setelah penjual es teh selanjutnya penjual apa lagi ya yang di katain gblk  dakwah sekarang menjadi bisnis dan politik yg menjanjikan,netral
283,283,283,itu jg yg sebelah gus miftajg harus minta maafyg modelnya  seperti plecehan pedagang kecil,netral
284,284,284,malu kl ga mundur brosadar dirilah,netral
285,285,285,mmang begitu hrs mundur,netral
286,286,286,penyesalan emang datang akhir belakang  jadikn contoh ingat sllu jg lisan trhadap orng lain,netral
287,287,287,nhaah ini bisa menjadi pembelajaran yng mahal untuk semuanya apalgi bg publik figur maupun politisi untuk lebih menghargai sesama manusia mulutmu bisa menjadi harimau mu,netral
288,288,288,nangis tenan opo sandiwara kui,netral
289,289,289,begitu dong mundur dengan hormatjadi yg goblok itu bukan penjual  es tapi sebaliknya,netral
290,290,290,orang2 yg terania doanya  sangat di ijabah sama allah swtsemoga kelak tidak terjadi lagiamin,netral
291,291,291,sy salut buat gus miftahorang bisa saja khikafsemoga kedepannya tidak terjadi hal sperti ini lagi,netral
292,292,292,baguslah mundur itu lbih baik sadar diri,netral
293,293,293,belajar lg gus tentang adab berbahasa dan kurangi tingkah laku yang kurang baik,netral
294,294,294,wahai umat islam di seluruh jagat maya  semua yg menjalani hidup pasti mengalami  yaitu kemarau setahun hujan sehari  hanya orang rendah hati yg tau makna dr pribahasa di atas,netral
295,295,295,gondrong boleh2aje tpi sesuaekn dngn status lo ini bukan zaman nabi yg tak ad tukang cukur,netral
296,296,296,menghina seperti itu tidak baik tapi beliau tidak merampok hak orang lain malah gara gara kesalahan beliau orang lain menjadi makmur coba bandingkan dengan para koruptor yang jelas jelas merampok hak rakyat miskin itu gak pernah ada ynag menghujat sehebat menghujat gus miftah,netral
297,297,297,dan boikot juga harusnya yu orang,netral
298,298,298,begitu cepatnya tawamu berubah jadi tangisan,netral
299,299,299,akhirnya di bukakan jalan nyaga tepat menjadi utusan presiden,netral
300,300,300,kasian gus miftah,netral
301,301,301,baguslah intropeksi diri ingat etika dan adab moral lebih tinggi dari ilmu buat apa punya ilmu tinggi kalau tak punya adab dan etika masih banyak orang yg beradab dan beretika dari nkri ini salam akal yg waras ,netral
302,302,302,ada suara kucingseakan akan puas dengar mifta mundurwkwk,netral
303,303,303,cerdas jgcari simpati semua orngmdahan azapa yg di katakan miftah benar ada nya,netral
304,304,304,baguuuus ,netral
305,305,305,nahhh ngonoaku melu lega yen gus mif wani mundur kanti legawa lan uwes njaluk ngapura marang gusti alloh uga marang lek sunhaji uga marang presiden lan rakjat indonesia jaga slalu kb hasan besari jetis tegalsari ponorogo ,netral
306,306,306,beneran pa hoak,netral
307,307,307,ngono yow isek sempet te dalil joh,netral
308,308,308,penyesalan slalu dtng blakangandn maaf adalah yg pling gampang di ucapkn oleh mulut,netral
309,309,309,makanya di saat kita dekat dengan rezim jangan angkuh seolaholah kalian pemilik bangsa ini rakyat lain yang tidak mendukung jungjungan kalian kau bilang ini kau bilang itu pedahal semua yg kalian buat sadar nangis lagi minta maaf saja sudah muak kita dengarnya jejak digitalmu abadi lo,netral
310,310,310,ya allahh tuhan yang mahakuasa berbuat sekehendak,netral
311,311,311,halah kbnyakn omongngerti agama gak gerti adab,netral
312,312,312,hancursehancurnya,netral
313,313,313,katanya pendakwah kok gitu kan di kitab hadist arbain jelas selamatnya insan manusia dgn menjaga lisannya makanya berkatalah yg baik kalau ga bisa baik lbh baik diam,netral
314,314,314,kita menghormati pilihan mifftah mundur dari jabatan utusan khusus presiden yang berarti dia menyadari bahwa lebih baik mundur sebagai bentuk pertanggung jawaban atas kesalahannya menghina salah satu umat dan itu sangat tepat,netral
315,315,315,mungkin itu lah yng sebenar nya,netral
316,316,316,kau itu pantasnya jdi juri ayam aduan saja,netral
317,317,317,lebih cepat lebih baik mundur daripada lama jadi pendakwah berkedok agama,netral
318,318,318,mantap miftah malu oleh mulutnya sendiri,netral
319,319,319,mundur secara ksatria,netral
320,320,320,kalau saran mah ust adi hidayat,netral
321,321,321,mundur karna desakan sitizen,netral
322,322,322,dan jgan ceramah lgiitu akn lbih baik gus msh bnyak juga kiyai yg baik,netral
323,323,323,ngak cocok ustad menghina orang rendah  semesti menyampaikan yang baik baik aja  kami orang bodoh ngak mau bicara seperti anda,netral
324,324,324,bagus akhirnya mudurdari pada lansung di pecatitulah akibatnya klo punya ilmu ga punya adabiya jabatan hanya titipandan ingat ilmu pun klo gak bisa memanfaatkan nya akan di hisabapa lagi menjadi guru agama pertanggung jawabannya di akhirat sungguh beratjadikanlah ini pelajaran wahai  pendakwah gus miftah,netral
325,325,325,qt ambil hikmahnya nya saja bahwasanya lisan itu bisa lebih tajam dari pada pedang jika qt salah mepergunakan nya bisa berakibat fatal ,netral
326,326,326,alkhamdulillah emang sebaiknya seperti itu lebih baik ketimbang kau sll men jadi kesombonganmu itusatu org lagi yg tertawa terbahak seperti setan itu ktnya konon seorang pimpinan ponpesdia sama sekaii layak khawatir karakternya yg berbahaya itu menular kpd yg lain,netral
327,327,327,pikran dan rasa masing orang sebenarnya kembali ke suasa batin dan pikiran orang itu masing yg membencimu itulah suasana batin pembeci yg suka itulah suasan batin yg cinta  suka jadi biasa saja gus tetap berjuang semangat gus  ,netral
328,328,328,apapun gus miftah tetap idolakummg gaya dakwahnya begitu dan ga mungkin jg kyai besar spt gusmiftah berniat mnghina sabar gus allah maha tahu,netral
329,329,329,janga sebut gus krna ucapanya gk pantas utk seorang yg brgelar gus,netral
330,330,330,harusnya jadi pigur seorang habib itu,netral
331,331,331,banyak manusia waras yang lebih pantas,netral
332,332,332,air mata buaya tidak layak kamu jadi pemuaka agzma sombong menghina orang sesukamu aja ngomong tidak pantas jkamu  bicara sehenak  mulut  ingat mati dunia sementra,netral
333,333,333,etika dan adap itu lebih utamakalau kita tak beradab  gi mana tu,netral
334,334,334,salamatul insan fi higdzil lisan sabar gus ini cobaan dari allah swt kedepan kalau berdakwah lebih berhatihati gunakan  kata2 yg baik jangan merendahkan orang lain apalagi di depan umun semoga gus miftah lebih sukses lagi sabar gus,netral
335,335,335,nyatai aja gus mifatah orang yg membencimu dia tak tau suarana batinmu kepadanya dia yg nyukaimu tau akan batin mu begitu sebaliknya  panjengan gus ,netral
336,336,336,buat yg laen jaga mulutnya mkanya,netral
337,337,337,cara allah memuliakandan menghinakan mahluk nyasangan unik kunfayakun,netral
338,338,338,lidah tidak bertulang,netral
339,339,339,aktingnya bgus gus miftah lbh baik jdi bintang sinetron aja  sialnya hidupnya pnuh dramasetanpun gk prcaya akan omong kosongnya apalagi manusianya,netral
340,340,340,klw sudah kyk gini bru nangis ente kmarin menghina org susah smpai terbahak,netral
341,341,341,itu baru takdiiirsetelah kau angkat derajatnya pak sunhaji  gus miftah lepas jabatan mudah mudahan  mundurnya dengan keihklasan,netral
342,342,342,lebay,netral
343,343,343,semua manusia tak luput dari kesalahan n kekhilafansemua ini ambil khikmahnya  nasib rezeqi n bala allaah telah mengaturnya ,netral
344,344,344,tau batal haram tp gak punya adab agama cuman jadi kedok,netral
345,345,345,intinya mengolok mengejek itu gak baik jadi ya jelek,netral
346,346,346,rasakan dn jg hrs di boikot di tv,netral
347,347,347,sdh merasa bersalah,netral
348,348,348,ini lah gus miftahselalu jentelmen,netral
349,349,349,hmmmakhirnyafinis,netral
350,350,350,weswesgak usah banyak stigmen blablaablaagusmundue ya sudahini kan akibat ulah anda sendiri,netral
351,351,351,jangan banyak ketawananti banyak nangis,netral
352,352,352,lain kali jaga lisan jangan mudah mengaibkan orang,netral
353,353,353,kucingnya ikut menangis gus,netral
354,354,354,anda sudah bikin memalukan prabowo,netral
355,355,355,bagus  lah,netral
356,356,356,kamu seprti preman tidak layak kamu jadi lintas agama  menghina orang miskin hat busuk ,netral
357,357,357,allah swa telah memberikan peringatan dan cobaan kepada mu atas perbuatan dan pri laku selama ini terutama saat pilpres dimana dimata rakyat anda tidak adil dan jujur dimana sebagai seorang ulama atau seorang ustat selalu meremehkan manusia  ciptaan allah  sdr gus mufita banyak rakyat indonesia bahkan selevel anda sebagai ulama atau seoran ustat banyak tida sependapat dengan cara anda menghina sesama manusia apa lagi seorang yg tidak mempunyai kemampuan untuk hidup seperti sdr gus musfita tidak perlu membuka buka dan menyebut ayat alquran rakyat sudah kecewa dan mundur bukan hanya jabatan disandang yg ditugaskan presiden tapi berdakwa pun harus mundur,netral
358,358,358,apakah miftah ini msh pantas menjadi pendakwah lebih baik libur dulu deh   sampai batas waktu yg blm bs di tentukan introspeksi diri dan cooling down dulu ga usah banyak bacot ah,negatif
359,359,359,betul sebagai pendakwa  penghina,netral
360,360,360,keplesetsendiri,netral
361,361,361,1339,netral
362,362,362,jaman udah banyak  hp kemana2 harus jaga bicara sekarang cari kerjaan susah udah pejabat cuma salah ucap,netral
363,363,363,jangansuka menghinaorangkecilpakanda kan pendakwah,netral
364,364,364,tdk ada kata salut bagi saya krn anda sdh layak mundur,netral
365,365,365,dan akhirnya pejabat pertama yg mengundurkan diri dari jabatannya setelah dilantik pak presiden mulutmu harimaumuterbukti,netral
366,366,366,jangan lupapara netizenorang yg disebelah miftah waktu itu yg terpingkal pingkal sampai menepuk paha miftahdi usut  wajib minta maff juga,netral
367,367,367,saya selalu mengikuti dawah nya dia kayak lagak nya preman gak patut untuk panutan orang islam,netral
368,368,368,lebeh baik jual es teh dari pada jual agama,netral
369,369,369,jangan terlalu angkuh ,netral
370,370,370,          ,netral
371,371,371,rakyat jawa tenggah setuju gus goblok mundur pak prabowo,netral
372,372,372,baguslah miftah mundur dr staf khusus presiden  drpd msh bertahan utk menunggu di pecat malah lebih memalukan miftah setelah menghina dan merendahkan wong cilik tp allah menaikkan derajat hidup wong cilik itu setinggi tingginya dan allah menghinakan si miftah yg selalu menjual ayat dlm berdakwah tp ternyata  semua lisannya  itu tdk  sesuai dg prilakunya dan kebiasaan yg ternyata sering menghina dan merendahkan orang contoh nyata ketika merendahkan penjual es seniman senior yati pesek bahkan istrinya sendiri pun dipermalukan di depan orang banyak ternyata  kamu  begitu rendah ya miftah,netral
373,373,373,cramah lagi udah gk laku gus,netral
374,374,374,itu lebih baik bro,netral
375,375,375,ini adalah awal dari keretakan,netral
376,376,376,air mata buaya,netral
377,377,377,sebenarnya bpk yg engkau lecehkn itu g butuh umroh tp dia cm btuh di hrgai d btuh uangdr pd engkau umrohkan lbh baek uangnya km ksih buat modal ajannti kl sdh ada hsilnya biarin bpk itu umroh sendirikesanya kok di paksa untuk umroh,netral
378,378,378,bener gk tuh beritanya,netral
379,379,379,penuh hikmah yg dapat kita ambil dari kejadian ini semoga allah swt melindungi diri kita semua dari salah dan khilaf  aamiin ,netral
380,380,380,gus miftah menjadi contoh siapapun bila bersalah akuilah kesalahannya  jgn salah tetapi mengaku benar  salut  gus atas tanggung jawabnya  allaah sayang kepada hambanya n telah menyadarkan n menyelamatkan gus dari kekhilafannyasemoga gus miftah diberikan sehat selamat n tetap semangat ,netral
381,381,381,heh  beladiri tataumalu ihh,netral
382,382,382,syukur deh byk koq yg jauuuuuuuuh lbh pintar baik ganteng org kaya dari lahir soleh jujur dan tdk sombong pula,netral
383,383,383,alhamdulillah kalo beneran mundur karena akan memalukan prabowo,netral
384,384,384,galfok sama kebisinganya,netral
385,385,385,semua manusia pasti hilaf,netral
386,386,386,justru dengan kejadian ini alloh swt mlh sedang menjaga gus miftah yang sudah terkenal agar tidak terjerumus ke lembah kenistaan yang bertolak dengan peranya beliau karena sysitan selaku berupaya dengan seribu cara untuk menjwruskan manusia baik itu seorang ulama apa lagi seperti kita2 manusia biasa maka janganlah memojokoan dengan kesalahan seseorang masa seribu kebaikan yang telah diperbuat hanya dengan satu kesalahan lansung semua mejeleknan total dengan gus pdahal kita semua pasti punya kesalahan dan kehilafan ,netral
387,387,387,baguuuuus bangeeet  dia sadar diri,netral
388,388,388,kamu belajar akhlak dulu yg betul,netral
389,389,389,mulutmu harimau muistilah yang tak akan pudar,netral
390,390,390,indonesia luas banyak ragam  dan agama   dan penilaian bukan dari islam saja yg mendengar   baguslah mengundurkan diri,netral
391,391,391,sy kasih atas keputusannyaini namanya  jentlebkn seperti orang lainsdh benar2 salahmasih mencari pembelaan  pembenarandemi kedudukannya,netral
392,392,392,mg sukses sandiwara ny,netral
393,393,393,mengundu,netral
